name,sex,frequency,year
Bryant,M,716,1972
Kristopher,M,713,1972
Eduardo,M,711,1972
Trent,M,711,1972
Ross,M,710,1972
Jim,M,709,1972
Alejandro,M,702,1972
Ivan,M,693,1972
Johnnie,M,691,1972
Bill,M,687,1972
Rick,M,683,1972
Alberto,M,677,1972
Dan,M,676,1972
Jackie,M,674,1972
Jimmie,M,666,1972
Ted,M,665,1972
Johnathan,M,655,1972
Omar,M,645,1972
Marshall,M,644,1972
Sergio,M,642,1972
Charlie,M,640,1972
Edgar,M,633,1972
Bret,M,630,1972
Orlando,M,630,1972
Gregg,M,629,1972
Allan,M,625,1972
Damian,M,625,1972
Julian,M,625,1972
Clifton,M,623,1972
Spencer,M,621,1972
Nelson,M,620,1972
Chadwick,M,619,1972
Julio,M,614,1972
Marty,M,614,1972
Floyd,M,610,1972
Arturo,M,598,1972
Demetrius,M,597,1972
Enrique,M,597,1972
Ben,M,594,1972
Freddie,M,594,1972
Alfredo,M,593,1972
Lester,M,588,1972
Matt,M,588,1972
Stuart,M,588,1972
Robbie,M,584,1972
Dominic,M,583,1972
Tom,M,581,1972
Roland,M,579,1972
Grant,M,577,1972
Luke,M,575,1972
Colin,M,572,1972
Preston,M,570,1972
Evan,M,560,1972
Cameron,M,558,1972
Jonathon,M,558,1972
Nick,M,554,1972
Herman,M,552,1972
Leo,M,550,1972
Garrett,M,543,1972
Stacey,M,542,1972
Perry,M,541,1972
Angelo,M,537,1972
Noel,M,537,1972
Neal,M,533,1972
Dewayne,M,530,1972
Terence,M,529,1972
Antoine,M,527,1972
Felix,M,526,1972
Lorenzo,M,523,1972
Jarrod,M,520,1972
Ethan,M,519,1972
Robin,M,517,1972
Rickey,M,508,1972
Brendan,M,503,1972
Kenny,M,502,1972
Jennifer,F,62454,1973
Amy,F,26965,1973
Michelle,F,26930,1973
Kimberly,F,23532,1973
Lisa,F,22667,1973
Melissa,F,22480,1973
Angela,F,20893,1973
Heather,F,19349,1973
Stephanie,F,17263,1973
Rebecca,F,14870,1973
Nicole,F,13924,1973
Julie,F,12787,1973
Elizabeth,F,12360,1973
Mary,F,12319,1973
Tammy,F,11243,1973
Christina,F,10889,1973
Christine,F,10550,1973
Kelly,F,10516,1973
Laura,F,10342,1973
Tracy,F,9910,1973
Dawn,F,9890,1973
Shannon,F,9805,1973
Karen,F,9358,1973
Tina,F,9309,1973
Susan,F,9284,1973
Cynthia,F,8745,1973
Patricia,F,8476,1973
Lori,F,8472,1973
Wendy,F,7813,1973
Andrea,F,7767,1973
Maria,F,7644,1973
Stacy,F,7340,1973
April,F,7263,1973
Jessica,F,7226,1973
Sarah,F,7217,1973
Tonya,F,7180,1973
Tara,F,6709,1973
Denise,F,6618,1973
Sandra,F,6586,1973
Monica,F,6375,1973
Stacey,F,6250,1973
Rachel,F,6108,1973
Melanie,F,6079,1973
Michele,F,5997,1973
Teresa,F,5986,1973
Carrie,F,5836,1973
Pamela,F,5815,1973
Crystal,F,5772,1973
Danielle,F,5650,1973
Tanya,F,5630,1973
Amanda,F,5626,1973
Tiffany,F,5501,1973
Brenda,F,5383,1973
Holly,F,5115,1973
Donna,F,5059,1973
Deborah,F,4983,1973
Sharon,F,4965,1973
Kristen,F,4937,1973
Dana,F,4931,1973
Robin,F,4806,1973
Linda,F,4732,1973
Jill,F,4540,1973
Barbara,F,4434,1973
Katherine,F,4420,1973
Heidi,F,4394,1973
Tamara,F,4286,1973
Catherine,F,4269,1973
Kathleen,F,4250,1973
Theresa,F,4180,1973
Rhonda,F,4162,1973
Veronica,F,4151,1973
Melinda,F,4145,1973
Christy,F,4121,1973
Cheryl,F,4011,1973
Leslie,F,3955,1973
Sherry,F,3954,1973
Nancy,F,3943,1973
Kristin,F,3905,1973
Erin,F,3878,1973
Renee,F,3848,1973
Erica,F,3798,1973
Brandy,F,3714,1973
Gina,F,3699,1973
Debra,F,3654,1973
Diana,F,3521,1973
Paula,F,3505,1973
Jacqueline,F,3501,1973
Anna,F,3499,1973
Sara,F,3480,1973
Misty,F,3475,1973
Alicia,F,3433,1973
Cindy,F,3283,1973
Ann,F,3256,1973
Margaret,F,3168,1973
Victoria,F,3072,1973
Valerie,F,3043,1973
Kristina,F,3038,1973
Suzanne,F,3037,1973
Emily,F,3030,1973
Jodi,F,3023,1973
Sheila,F,3001,1973
Tracey,F,2979,1973
Jamie,F,2952,1973
Shelly,F,2912,1973
Allison,F,2906,1973
Laurie,F,2894,1973
Kathryn,F,2882,1973
Kristi,F,2846,1973
Brandi,F,2843,1973
Regina,F,2843,1973
Deanna,F,2796,1973
Bridget,F,2764,1973
Yolanda,F,2753,1973
Carla,F,2687,1973
Diane,F,2604,1973
Carolyn,F,2570,1973
Beth,F,2564,1973
Katrina,F,2524,1973
Janet,F,2522,1973
Katina,F,2474,1973
Carol,F,2461,1973
Anne,F,2451,1973
Tricia,F,2387,1973
Kathy,F,2371,1973
Colleen,F,2307,1973
Aimee,F,2281,1973
Shelley,F,2258,1973
Traci,F,2258,1973
Kim,F,2194,1973
Amber,F,2182,1973
Sonya,F,2169,1973
Erika,F,2155,1973
Kristine,F,2149,1973
Vanessa,F,2147,1973
Samantha,F,2119,1973
Julia,F,2094,1973
Terri,F,2087,1973
Felicia,F,2070,1973
Jenny,F,2068,1973
Natalie,F,2059,1973
Megan,F,2023,1973
Anita,F,1987,1973
Krista,F,1954,1973
Connie,F,1939,1973
Lynn,F,1934,1973
Alison,F,1927,1973
Kristy,F,1890,1973
Kerry,F,1875,1973
Sherri,F,1852,1973
Stacie,F,1839,1973
Cassandra,F,1816,1973
Angel,F,1815,1973
Virginia,F,1815,1973
Monique,F,1802,1973
Natasha,F,1784,1973
Carmen,F,1757,1973
Kelli,F,1726,1973
Martha,F,1726,1973
Yvonne,F,1721,1973
Nichole,F,1720,1973
Kristie,F,1709,1973
Joy,F,1697,1973
Bonnie,F,1687,1973
Jody,F,1687,1973
Sheri,F,1667,1973
Joanna,F,1662,1973
Kara,F,1629,1973
Tracie,F,1625,1973
Marie,F,1617,1973
Becky,F,1612,1973
Annette,F,1605,1973
Kari,F,1601,1973
Sabrina,F,1601,1973
Sonia,F,1600,1973
Leah,F,1587,1973
Claudia,F,1566,1973
Gloria,F,1555,1973
Meredith,F,1522,1973
Christie,F,1512,1973
Kerri,F,1504,1973
Belinda,F,1498,1973
Janice,F,1476,1973
Robyn,F,1476,1973
Penny,F,1471,1973
Cathy,F,1437,1973
Vicki,F,1414,1973
Wanda,F,1412,1973
Shawna,F,1403,1973
Toni,F,1397,1973
Jeanette,F,1362,1973
Gretchen,F,1350,1973
Beverly,F,1348,1973
Sylvia,F,1347,1973
Charlotte,F,1330,1973
Molly,F,1329,1973
Betty,F,1323,1973
Joanne,F,1300,1973
Trina,F,1296,1973
Nikki,F,1292,1973
Shawn,F,1285,1973
Ruth,F,1274,1973
Ginger,F,1272,1973
Yvette,F,1267,1973
Kendra,F,1264,1973
Rosa,F,1257,1973
Ashley,F,1253,1973
Catina,F,1236,1973
Debbie,F,1233,1973
Joyce,F,1229,1973
Keri,F,1214,1973
Charlene,F,1208,1973
Kelley,F,1201,1973
Latonya,F,1193,1973
Alice,F,1188,1973
Dorothy,F,1174,1973
Darlene,F,1162,1973
Shirley,F,1156,1973
Frances,F,1155,1973
Kellie,F,1153,1973
Peggy,F,1145,1973
Marsha,F,1134,1973
Candace,F,1133,1973
Helen,F,1133,1973
Staci,F,1125,1973
Melody,F,1123,1973
Tasha,F,1122,1973
Tonia,F,1119,1973
Mindy,F,1117,1973
Caroline,F,1112,1973
Jean,F,1111,1973
Karla,F,1109,1973
Lauren,F,1097,1973
Ana,F,1094,1973
Rose,F,1094,1973
Billie,F,1092,1973
Kimberley,F,1092,1973
Tammie,F,1091,1973
Christa,F,1081,1973
Leigh,F,1078,1973
Bobbie,F,1076,1973
Ellen,F,1075,1973
Bethany,F,1043,1973
Norma,F,1043,1973
Joann,F,1040,1973
Juanita,F,1038,1973
Judy,F,1033,1973
Maureen,F,1033,1973
Rita,F,1033,1973
Evelyn,F,1016,1973
Judith,F,1013,1973
Rochelle,F,1007,1973
Tami,F,1001,1973
Elaine,F,993,1973
Angie,F,986,1973
Leticia,F,985,1973
Latasha,F,982,1973
Loretta,F,973,1973
Rachael,F,972,1973
Keisha,F,964,1973
Jane,F,960,1973
Charity,F,957,1973
Hope,F,951,1973
Sally,F,951,1973
Candice,F,946,1973
Vickie,F,937,1973
Cheri,F,936,1973
Marcia,F,935,1973
Jackie,F,932,1973
Stefanie,F,931,1973
Raquel,F,924,1973
Audrey,F,913,1973
Jenifer,F,913,1973
Christi,F,909,1973
Dina,F,907,1973
Kenya,F,894,1973
Trisha,F,887,1973
Adrienne,F,886,1973
Sonja,F,884,1973
Rachelle,F,883,1973
Sandy,F,874,1973
Eileen,F,866,1973
Eva,F,865,1973
Roberta,F,865,1973
Dena,F,853,1973
Cara,F,851,1973
Jodie,F,851,1973
Irene,F,848,1973
Jeanne,F,845,1973
Jana,F,828,1973
Priscilla,F,825,1973
Tabitha,F,815,1973
Courtney,F,814,1973
Tamika,F,809,1973
Katie,F,806,1973
Sheryl,F,795,1973
Teri,F,793,1973
Kirsten,F,790,1973
Marla,F,788,1973
Alisa,F,787,1973
Jennie,F,775,1973
Marilyn,F,772,1973
Brooke,F,771,1973
Angelica,F,770,1973
Gwendolyn,F,764,1973
Rebekah,F,763,1973
Cherie,F,760,1973
Antoinette,F,759,1973
Deana,F,755,1973
Naomi,F,754,1973
Desiree,F,752,1973
Candy,F,747,1973
Esther,F,746,1973
Gail,F,746,1973
Nina,F,741,1973
Lorraine,F,734,1973
Lynette,F,733,1973
Lora,F,725,1973
Shari,F,724,1973
Ronda,F,719,1973
Ericka,F,706,1973
Amie,F,703,1973
Roxanne,F,702,1973
Bobbi,F,699,1973
Angelia,F,698,1973
Shelia,F,688,1973
Cristina,F,682,1973
Shana,F,682,1973
Alexandra,F,678,1973
Lydia,F,677,1973
Shelby,F,677,1973
Jeannie,F,673,1973
Jo,F,665,1973
Marcy,F,662,1973
Lara,F,661,1973
Lee,F,658,1973
Lorie,F,658,1973
Karin,F,654,1973
Chandra,F,653,1973
Sherrie,F,645,1973
Shanna,F,642,1973
Dianna,F,638,1973
Terry,F,638,1973
Melisa,F,637,1973
Ruby,F,636,1973
Wendi,F,636,1973
Angelique,F,627,1973
Casey,F,620,1973
Lesley,F,611,1973
Janelle,F,609,1973
Rosemary,F,608,1973
Bernadette,F,606,1973
Grace,F,606,1973
Celeste,F,598,1973
Ramona,F,598,1973
Lorena,F,597,1973
Bridgette,F,595,1973
Audra,F,593,1973
Jacquelyn,F,593,1973
Jenna,F,591,1973
Alisha,F,590,1973
Tisha,F,590,1973
Miriam,F,589,1973
Selena,F,589,1973
Elisa,F,585,1973
Janine,F,584,1973
Tammi,F,581,1973
Joan,F,578,1973
Marisa,F,577,1973
Nora,F,574,1973
Angelina,F,569,1973
Camille,F,568,1973
Glenda,F,566,1973
Lillian,F,564,1973
Carey,F,560,1973
Darla,F,560,1973
Marisol,F,560,1973
Brandie,F,557,1973
Alma,F,554,1973
Betsy,F,550,1973
Chastity,F,544,1973
Jeannette,F,538,1973
Daphne,F,536,1973
Josephine,F,534,1973
Vicky,F,534,1973
Leanne,F,533,1973
Marlene,F,529,1973
Marcie,F,528,1973
Vivian,F,528,1973
Tanisha,F,526,1973
Maribel,F,523,1973
Tania,F,521,1973
Liza,F,518,1973
Shauna,F,515,1973
Iris,F,514,1973
Guadalupe,F,512,1973
Latisha,F,511,1973
Faith,F,510,1973
Marci,F,505,1973
Meghan,F,504,1973
Arlene,F,501,1973
Cecilia,F,501,1973
Michael,M,67861,1973
Christopher,M,48323,1973
Jason,M,46688,1973
James,M,42888,1973
David,M,41109,1973
John,M,39176,1973
Robert,M,38708,1973
Brian,M,35717,1973
William,M,28023,1973
Matthew,M,24552,1973
Daniel,M,23699,1973
Joseph,M,21328,1973
Eric,M,20816,1973
Kevin,M,20798,1973
Mark,M,20386,1973
Richard,M,19952,1973
Jeffrey,M,19225,1973
Scott,M,18981,1973
Thomas,M,17937,1973
Steven,M,17193,1973
Anthony,M,16416,1973
Timothy,M,16052,1973
Charles,M,15760,1973
Paul,M,12910,1973
Chad,M,12883,1973
Gregory,M,11684,1973
Shawn,M,11447,1973
Kenneth,M,10980,1973
Andrew,M,10740,1973
Ryan,M,10519,1973
Jonathan,M,10273,1973
Stephen,M,9957,1973
Jeremy,M,9362,1973
Aaron,M,9246,1973
Todd,M,8681,1973
Sean,M,8567,1973
Patrick,M,8481,1973
Edward,M,8372,1973
Donald,M,8367,1973
Ronald,M,8327,1973
Keith,M,8168,1973
Joshua,M,8064,1973
Bryan,M,7114,1973
Gary,M,6855,1973
Adam,M,6839,1973
George,M,6605,1973
Douglas,M,6603,1973
Craig,M,6297,1973
Jose,M,6091,1973
Larry,M,6082,1973
Justin,M,6074,1973
Peter,M,5919,1973
Travis,M,5872,1973
Shane,M,5711,1973
Benjamin,M,5235,1973
Dennis,M,5181,1973
Jerry,M,5096,1973
Brandon,M,5074,1973
Troy,M,5064,1973
Raymond,M,4831,1973
Frank,M,4792,1973
Nathan,M,4753,1973
Bradley,M,4752,1973
Jeffery,M,4405,1973
Terry,M,4379,1973
Samuel,M,4267,1973
Juan,M,4089,1973
Rodney,M,4062,1973
Derek,M,3934,1973
Jamie,M,3913,1973
Phillip,M,3861,1973
Marcus,M,3716,1973
Carlos,M,3571,1973
Joel,M,3571,1973
Jesse,M,3448,1973
Billy,M,3444,1973
Russell,M,3400,1973
Tony,M,3355,1973
Randy,M,3348,1973
Brent,M,3289,1973
Marc,M,3276,1973
Johnny,M,3266,1973
Danny,M,3178,1973
Roger,M,3158,1973
Nicholas,M,3155,1973
Erik,M,3059,1973
Derrick,M,3055,1973
Brett,M,3031,1973
Corey,M,3023,1973
Carl,M,3015,1973
Philip,M,2999,1973
Antonio,M,2960,1973
Bobby,M,2888,1973
Jon,M,2804,1973
Jimmy,M,2733,1973
Chris,M,2706,1973
Christian,M,2698,1973
Curtis,M,2691,1973
Vincent,M,2683,1973
Shannon,M,2636,1973
Walter,M,2631,1973
Gerald,M,2593,1973
Victor,M,2577,1973
Lawrence,M,2526,1973
Joe,M,2521,1973
Micheal,M,2476,1973
Wayne,M,2449,1973
Martin,M,2400,1973
Willie,M,2393,1973
Kyle,M,2375,1973
Henry,M,2361,1973
Darren,M,2293,1973
Albert,M,2290,1973
Luis,M,2271,1973
Alan,M,2270,1973
Alexander,M,2260,1973
Roy,M,2236,1973
Jay,M,2217,1973
Arthur,M,2207,1973
Frederick,M,2182,1973
Randall,M,2172,1973
Jacob,M,2131,1973
Lee,M,2110,1973
Allen,M,2080,1973
Damon,M,2048,1973
Tracy,M,2042,1973
Jermaine,M,2038,1973
Cory,M,2035,1973
Mario,M,2020,1973
Gabriel,M,1982,1973
Darrell,M,1978,1973
Andre,M,1955,1973
Ricky,M,1942,1973
Bruce,M,1914,1973
Louis,M,1904,1973
Ronnie,M,1894,1973
Brad,M,1884,1973
Jack,M,1854,1973
Tyrone,M,1833,1973
Harold,M,1812,1973
Dale,M,1802,1973
Jesus,M,1735,1973
Tommy,M,1732,1973
Eugene,M,1722,1973
Manuel,M,1712,1973
Kelly,M,1704,1973
Glenn,M,1699,1973
Lance,M,1687,1973
Ernest,M,1677,1973
Leonard,M,1666,1973
Reginald,M,1632,1973
Ricardo,M,1632,1973
Dustin,M,1617,1973
Adrian,M,1614,1973
Jared,M,1591,1973
Eddie,M,1583,1973
Ralph,M,1561,1973
Wesley,M,1556,1973
Barry,M,1518,1973
Steve,M,1512,1973
Clinton,M,1511,1973
Marvin,M,1506,1973
Miguel,M,1463,1973
Jerome,M,1447,1973
Maurice,M,1441,1973
Roberto,M,1437,1973
Dwayne,M,1436,1973
Dean,M,1415,1973
Nathaniel,M,1393,1973
Melvin,M,1379,1973
Francisco,M,1375,1973
Stanley,M,1357,1973
Calvin,M,1353,1973
Howard,M,1351,1973
Theodore,M,1343,1973
Duane,M,1335,1973
Jorge,M,1319,1973
Edwin,M,1318,1973
Ruben,M,1309,1973
Ian,M,1303,1973
Greg,M,1301,1973
Neil,M,1296,1973
Casey,M,1278,1973
Alex,M,1250,1973
Jody,M,1243,1973
Kurt,M,1237,1973
Mitchell,M,1219,1973
Kirk,M,1215,1973
Harry,M,1205,1973
Hector,M,1194,1973
Terrance,M,1188,1973
Jeff,M,1183,1973
Clifford,M,1175,1973
Terrence,M,1168,1973
Earl,M,1157,1973
Seth,M,1138,1973
Zachary,M,1137,1973
Wade,M,1113,1973
Clayton,M,1106,1973
Clarence,M,1100,1973
Alfred,M,1075,1973
Heath,M,1073,1973
Oscar,M,1068,1973
Jaime,M,1064,1973
Darin,M,1057,1973
Angel,M,1047,1973
Ray,M,1046,1973
Mike,M,1038,1973
Javier,M,1037,1973
Ramon,M,1032,1973
Warren,M,1030,1973
Daryl,M,1028,1973
Mathew,M,1028,1973
Trevor,M,1028,1973
Fred,M,1022,1973
Dana,M,1012,1973
Leon,M,1006,1973
Toby,M,1005,1973
Norman,M,990,1973
Karl,M,988,1973
Lonnie,M,985,1973
Kristopher,M,981,1973
Francis,M,979,1973
Geoffrey,M,977,1973
Raul,M,959,1973
Bernard,M,945,1973
Franklin,M,945,1973
Gilbert,M,918,1973
Byron,M,917,1973
Stacy,M,915,1973
Roderick,M,910,1973
Rafael,M,904,1973
Marlon,M,902,1973
Lamont,M,900,1973
Clint,M,898,1973
Isaac,M,897,1973
Don,M,893,1973
Eduardo,M,889,1973
Cedric,M,882,1973
Joey,M,873,1973
Alvin,M,868,1973
Glen,M,868,1973
Pedro,M,865,1973
Kelvin,M,827,1973
Fernando,M,808,1973
Leroy,M,805,1973
Leslie,M,792,1973
Vernon,M,791,1973
Donnie,M,787,1973
Omar,M,787,1973
Darryl,M,786,1973
Marco,M,778,1973
Fredrick,M,775,1973
Andy,M,774,1973
Armando,M,765,1973
Jeremiah,M,765,1973
Alejandro,M,762,1973
Jessie,M,752,1973
Tyler,M,752,1973
Lewis,M,750,1973
Shaun,M,748,1973
Johnathan,M,742,1973
Kent,M,729,1973
Julian,M,718,1973
Dwight,M,715,1973
Ross,M,715,1973
Herbert,M,709,1973
Scotty,M,696,1973
Alberto,M,695,1973
Lloyd,M,695,1973
Rene,M,683,1973
Stuart,M,681,1973
Kerry,M,680,1973
Erick,M,669,1973
Jonathon,M,666,1973
Sergio,M,665,1973
Gordon,M,660,1973
Damian,M,658,1973
Darrin,M,655,1973
Alfredo,M,654,1973
Demetrius,M,653,1973
Cody,M,651,1973
Julio,M,651,1973
Jackie,M,638,1973
Luke,M,637,1973
Bryant,M,633,1973
Dominic,M,632,1973
Johnnie,M,629,1973
Guy,M,628,1973
Gene,M,626,1973
Jimmie,M,625,1973
Orlando,M,625,1973
Rick,M,622,1973
Marshall,M,620,1973
Charlie,M,614,1973
Enrique,M,612,1973
Floyd,M,605,1973
Trent,M,599,1973
Edgar,M,595,1973
Spencer,M,592,1973
Marty,M,591,1973
Jim,M,587,1973
Nelson,M,581,1973
Grant,M,576,1973
Evan,M,573,1973
Jayson,M,573,1973
Dan,M,572,1973
Ivan,M,570,1973
Stacey,M,567,1973
Chadwick,M,565,1973
Arturo,M,564,1973
Roland,M,564,1973
Allan,M,561,1973
Colin,M,560,1973
Felix,M,559,1973
Clifton,M,556,1973
Cesar,M,555,1973
Freddie,M,555,1973
Brendan,M,552,1973
Nick,M,549,1973
Ted,M,543,1973
Bret,M,542,1973
Neal,M,538,1973
Ben,M,535,1973
Gregg,M,532,1973
Antoine,M,528,1973
Micah,M,528,1973
Tim,M,523,1973
Dewayne,M,521,1973
Bill,M,520,1973
Ethan,M,520,1973
Cameron,M,513,1973
Lorenzo,M,513,1973
Angelo,M,510,1973
Leo,M,509,1973
Lester,M,506,1973
Perry,M,506,1973
Matt,M,504,1973
Devin,M,502,1973
Terence,M,502,1973
Jennifer,F,63117,1974
Amy,F,29567,1974
Michelle,F,25827,1974
Heather,F,23185,1974
Angela,F,22798,1974
Kimberly,F,22420,1974
Melissa,F,22167,1974
Lisa,F,19777,1974
Stephanie,F,16982,1974
Rebecca,F,15167,1974
Nicole,F,13113,1974
Elizabeth,F,12260,1974
Mary,F,11741,1974
Julie,F,11363,1974
Christina,F,10850,1974
Kelly,F,10846,1974
Jessica,F,10653,1974
Shannon,F,10609,1974
Christine,F,9899,1974
Sarah,F,9786,1974
Laura,F,9719,1974
Dawn,F,9418,1974
Tracy,F,9292,1974
Tammy,F,9240,1974
Tina,F,8667,1974
Karen,F,8650,1974
Susan,F,8474,1974
April,F,8452,1974
Patricia,F,8037,1974
Lori,F,7963,1974
Maria,F,7782,1974
Wendy,F,7563,1974
Cynthia,F,7554,1974
Andrea,F,7480,1974
Amanda,F,7475,1974
Rachel,F,7396,1974
Tonya,F,6878,1974
Stacy,F,6739,1974
Tara,F,6655,1974
Danielle,F,6628,1974
Tiffany,F,6477,1974
Carrie,F,6435,1974
Monica,F,6285,1974
Sandra,F,6269,1974
Kristen,F,6054,1974
Tanya,F,5997,1974
Erin,F,5871,1974
Stacey,F,5803,1974
Crystal,F,5619,1974
Michele,F,5586,1974
Melanie,F,5483,1974
Denise,F,5397,1974
Teresa,F,5394,1974
Pamela,F,5273,1974
Dana,F,5157,1974
Holly,F,5142,1974
Christy,F,5067,1974
Jill,F,5060,1974
Brenda,F,4829,1974
Heidi,F,4686,1974
Sara,F,4649,1974
Katherine,F,4531,1974
Robin,F,4524,1974
Tamara,F,4524,1974
Leslie,F,4463,1974
Misty,F,4438,1974
Donna,F,4355,1974
Deborah,F,4345,1974
Emily,F,4331,1974
Sharon,F,4276,1974
Veronica,F,4228,1974
Kristin,F,4219,1974
Catherine,F,4182,1974
Erica,F,4123,1974
Linda,F,4082,1974
Kathleen,F,3954,1974
Barbara,F,3908,1974
Nancy,F,3896,1974
Theresa,F,3856,1974
Brandy,F,3831,1974
Melinda,F,3749,1974
Anna,F,3612,1974
Jacqueline,F,3575,1974
Gina,F,3560,1974
Renee,F,3529,1974
Rhonda,F,3525,1974
Diana,F,3512,1974
Cheryl,F,3499,1974
Alicia,F,3436,1974
Sherry,F,3434,1974
Jodi,F,3306,1974
Amber,F,3273,1974
Valerie,F,3183,1974
Debra,F,3135,1974
Margaret,F,3090,1974
Paula,F,3063,1974
Jamie,F,3022,1974
Kathryn,F,2993,1974
Allison,F,2960,1974
Ann,F,2930,1974
Kristina,F,2889,1974
Kristi,F,2884,1974
Cindy,F,2851,1974
Victoria,F,2846,1974
Megan,F,2817,1974
Brandi,F,2808,1974
Shelly,F,2797,1974
Tracey,F,2760,1974
Joy,F,2756,1974
Christie,F,2706,1974
Suzanne,F,2698,1974
Yolanda,F,2632,1974
Regina,F,2587,1974
Carla,F,2573,1974
Deanna,F,2559,1974
Laurie,F,2555,1974
Beth,F,2522,1974
Carolyn,F,2475,1974
Natalie,F,2470,1974
Anne,F,2463,1974
Sheila,F,2439,1974
Vanessa,F,2351,1974
Colleen,F,2346,1974
Courtney,F,2337,1974
Kara,F,2304,1974
Katrina,F,2277,1974
Erika,F,2265,1974
Samantha,F,2252,1974
Diane,F,2229,1974
Janet,F,2180,1974
Jenny,F,2131,1974
Sonya,F,2112,1974
Kristy,F,2089,1974
Alison,F,2080,1974
Bridget,F,2080,1974
Julia,F,2067,1974
Felicia,F,2042,1974
Carol,F,2039,1974
Kristie,F,2039,1974
Natasha,F,2006,1974
Traci,F,2005,1974
Shelley,F,1997,1974
Tricia,F,1968,1974
Anita,F,1936,1974
Kim,F,1936,1974
Kathy,F,1921,1974
Kristine,F,1864,1974
Aimee,F,1857,1974
Leah,F,1843,1974
Martha,F,1832,1974
Terri,F,1827,1974
Krista,F,1807,1974
Kari,F,1805,1974
Jody,F,1777,1974
Joanna,F,1774,1974
Stacie,F,1756,1974
Carmen,F,1750,1974
Kerry,F,1729,1974
Cassandra,F,1727,1974
Virginia,F,1713,1974
Nichole,F,1684,1974
Shawna,F,1663,1974
Lynn,F,1646,1974
Connie,F,1634,1974
Ashley,F,1626,1974
Sherri,F,1619,1974
Claudia,F,1610,1974
Kelli,F,1606,1974
Robyn,F,1598,1974
Angie,F,1590,1974
Sonia,F,1580,1974
Kerri,F,1577,1974
Yvonne,F,1540,1974
Monique,F,1533,1974
Meredith,F,1519,1974
Marie,F,1510,1974
Becky,F,1497,1974
Kendra,F,1490,1974
Molly,F,1480,1974
Tracie,F,1453,1974
Bonnie,F,1451,1974
Toni,F,1451,1974
Angel,F,1450,1974
Sheri,F,1428,1974
Gloria,F,1421,1974
Charity,F,1409,1974
Lauren,F,1394,1974
Annette,F,1381,1974
Sylvia,F,1355,1974
Tasha,F,1344,1974
Jeanette,F,1325,1974
Sabrina,F,1324,1974
Janice,F,1322,1974
Mindy,F,1313,1974
Ruth,F,1300,1974
Hope,F,1299,1974
Latonya,F,1290,1974
Ginger,F,1281,1974
Gretchen,F,1278,1974
Shawn,F,1271,1974
Joyce,F,1263,1974
Joanne,F,1254,1974
Charlotte,F,1252,1974
Rosa,F,1248,1974
Keri,F,1230,1974
Leigh,F,1225,1974
Wanda,F,1209,1974
Kelley,F,1208,1974
Beverly,F,1206,1974
Belinda,F,1199,1974
Caroline,F,1199,1974
Melody,F,1198,1974
Latasha,F,1196,1974
Trina,F,1191,1974
Rachael,F,1188,1974
Bethany,F,1181,1974
Alice,F,1179,1974
Ana,F,1177,1974
Penny,F,1174,1974
Tonia,F,1174,1974
Cathy,F,1169,1974
Vicki,F,1168,1974
Candace,F,1155,1974
Yvette,F,1150,1974
Helen,F,1140,1974
Nakia,F,1134,1974
Billie,F,1131,1974
Betty,F,1130,1974
Katie,F,1109,1974
Nikki,F,1108,1974
Marsha,F,1106,1974
Dorothy,F,1100,1974
Kellie,F,1089,1974
Ellen,F,1088,1974
Cara,F,1074,1974
Bobbie,F,1072,1974
Charlene,F,1070,1974
Frances,F,1067,1974
Karla,F,1063,1974
Angelica,F,1062,1974
Norma,F,1062,1974
Joann,F,1058,1974
Debbie,F,1057,1974
Rose,F,1055,1974
Jolene,F,1052,1974
Juanita,F,1039,1974
Trisha,F,1039,1974
Tamika,F,1038,1974
Jodie,F,1028,1974
Rebekah,F,1023,1974
Darlene,F,1020,1974
Leticia,F,1019,1974
Maureen,F,1015,1974
Shirley,F,1009,1974
Kimberley,F,1006,1974
Rita,F,992,1974
Keisha,F,980,1974
Adrienne,F,972,1974
Audrey,F,970,1974
Brooke,F,964,1974
Jean,F,960,1974
Stefanie,F,959,1974
Latoya,F,958,1974
Marcia,F,957,1974
Sally,F,957,1974
Loretta,F,956,1974
Elaine,F,951,1974
Christa,F,948,1974
Tami,F,947,1974
Peggy,F,943,1974
Evelyn,F,941,1974
Staci,F,941,1974
Christi,F,939,1974
Candice,F,937,1974
Miranda,F,934,1974
Judy,F,928,1974
Tammie,F,925,1974
Jenifer,F,922,1974
Jackie,F,913,1974
Priscilla,F,906,1974
Rochelle,F,898,1974
Judith,F,894,1974
Tabitha,F,887,1974
Raquel,F,861,1974
Irene,F,844,1974
Eva,F,840,1974
Dena,F,839,1974
Jane,F,827,1974
Jeanne,F,825,1974
Casey,F,822,1974
Jeannie,F,820,1974
Roberta,F,820,1974
Sandy,F,814,1974
Kenya,F,812,1974
Kirsten,F,808,1974
Cheri,F,807,1974
Dina,F,807,1974
Jana,F,800,1974
Shelby,F,799,1974
Naomi,F,797,1974
Gwendolyn,F,794,1974
Lesley,F,782,1974
Teri,F,777,1974
Rachelle,F,776,1974
Cristina,F,774,1974
Desiree,F,773,1974
Katina,F,765,1974
Eileen,F,758,1974
Sonja,F,755,1974
Amie,F,750,1974
Chastity,F,749,1974
Vickie,F,745,1974
Nina,F,732,1974
