County FIPS	County Name	Industry	Industry Title	Year	Average Employment	Total Wages	Average Weekly Wages	Average Annual Wages	
051	Livingston	08	Finance,  Insurance & Real Estate	1981	270	3291821	234.39	12188	
051	Livingston	08	Finance,  Insurance & Real Estate	1982	285	3664139	247.60	12875	
051	Livingston	08	Finance,  Insurance & Real Estate	1983	271	3658527	259.46	13492	
051	Livingston	08	Finance,  Insurance & Real Estate	1984	274	4083407	286.94	14921	
051	Livingston	08	Finance,  Insurance & Real Estate	1985	368	5479391	286.66	14907	
051	Livingston	08	Finance,  Insurance & Real Estate	1986	282	4360864	297.56	15473	
051	Livingston	08	Finance,  Insurance & Real Estate	1987	305	5059788	319.38	16608	
051	Livingston	08	Finance,  Insurance & Real Estate	1988	305	5480882	345.58	17970	
051	Livingston	08	Finance,  Insurance & Real Estate	1989	271	5309858	376.45	19576	
051	Livingston	08	Finance,  Insurance & Real Estate	1990	335	6435885	369.09	19193	
051	Livingston	08	Finance,  Insurance & Real Estate	1991	323	6387059	380.57	19789	
051	Livingston	08	Finance,  Insurance & Real Estate	1992	381	8216902	414.29	21543	
051	Livingston	08	Finance,  Insurance & Real Estate	1993	408	8872103	418.61	21768	
051	Livingston	08	Finance,  Insurance & Real Estate	1994	402	8968006	429.45	22332	
051	Livingston	08	Finance,  Insurance & Real Estate	1995	398	8890693	429.86	22352	
051	Livingston	08	Finance,  Insurance & Real Estate	1996	417	8621775	397.61	20676	
051	Livingston	08	Finance,  Insurance & Real Estate	1997	386	8506859	423.73	22034	
051	Livingston	08	Finance,  Insurance & Real Estate	1998	443	10034818	435.61	22652	
051	Livingston	08	Finance,  Insurance & Real Estate	1999	440	10065821	440.44	22903	
051	Livingston	08	Finance,  Insurance & Real Estate	2000	411	9881151	462.25	24037	
051	Livingston	09	Services	1975	3610	32290357	171.99	8944	
051	Livingston	09	Services	1976	3598	32663515	174.59	9078	
051	Livingston	09	Services	1977	3598	33908095	181.23	9424	
051	Livingston	09	Services	1978	4914	47314009	185.15	9628	
051	Livingston	09	Services	1979	4933	51268912	199.85	10392	
051	Livingston	09	Services	1980	5067	59150592	224.49	11673	
051	Livingston	09	Services	1981	5187	64387756	238.74	12414	
051	Livingston	09	Services	1982	5114	69207601	260.27	13534	
051	Livingston	09	Services	1983	5097	72722724	274.36	14267	
051	Livingston	09	Services	1984	5280	76236374	277.68	14440	
051	Livingston	09	Services	1985	5316	83431424	301.81	15694	
051	Livingston	09	Services	1986	5493	88643465	310.35	16138	
051	Livingston	09	Services	1987	5731	97873930	328.40	17077	
051	Livingston	09	Services	1988	6059	109160990	346.48	18017	
051	Livingston	09	Services	1989	6571	121207083	354.74	18447	
051	Livingston	09	Services	1990	6952	138418351	382.88	19910	
051	Livingston	09	Services	1991	7120	143758543	388.28	20190	
051	Livingston	09	Services	1992	7101	148639680	402.56	20933	
051	Livingston	09	Services	1993	6867	152483579	427.04	22206	
051	Livingston	09	Services	1994	6661	151755618	438.15	22784	
051	Livingston	09	Services	1995	6354	150147378	454.44	23631	
051	Livingston	09	Services	1996	6432	152494220	455.97	23710	
051	Livingston	09	Services	1997	6482	157471639	467.21	24295	
051	Livingston	09	Services	1998	6608	167930895	488.69	25412	
051	Livingston	09	Services	1999	6713	176454693	505.51	26286	
051	Livingston	09	Services	2000	6831	185561987	522.43	27166	
051	Livingston	10	Public Administration	1975	133	1582642	228.84	11900	
051	Livingston	10	Public Administration	1976	124	1517027	235.43	12242	
051	Livingston	10	Public Administration	1977	125	1590924	245.58	12770	
051	Livingston	10	Public Administration	1978	1198	8384231	134.62	7000	
051	Livingston	10	Public Administration	1979	1214	11163680	176.90	9199	
051	Livingston	10	Public Administration	1980	1241	12558880	194.56	10117	
051	Livingston	10	Public Administration	1981	1226	13427567	210.61	10952	
051	Livingston	10	Public Administration	1982	1354	17177034	243.96	12686	
051	Livingston	10	Public Administration	1983	1537	22340835	279.51	14535	
051	Livingston	10	Public Administration	1984	1736	28047288	310.68	16155	
051	Livingston	10	Public Administration	1985	1930	33597907	334.73	17406	
051	Livingston	10	Public Administration	1986	1962	36862254	361.36	18790	
051	Livingston	10	Public Administration	1987	2004	39629236	380.23	19772	
051	Livingston	10	Public Administration	1988	2006	42128834	403.94	21005	
051	Livingston	10	Public Administration	1989	2153	49051607	438.05	22779	
051	Livingston	10	Public Administration	1990	2331	57298308	472.81	24586	
051	Livingston	10	Public Administration	1991	2554	65749747	495.09	25745	
051	Livingston	10	Public Administration	1992	2549	69007213	520.71	27077	
051	Livingston	10	Public Administration	1993	2594	71145608	527.37	27423	
051	Livingston	10	Public Administration	1994	2685	77070232	552.00	28704	
051	Livingston	10	Public Administration	1995	2710	79795657	566.28	29447	
051	Livingston	10	Public Administration	1996	2672	79143341	569.61	29620	
051	Livingston	10	Public Administration	1997	2738	81023411	569.13	29595	
051	Livingston	10	Public Administration	1998	2775	83838698	581.07	30216	
051	Livingston	10	Public Administration	1999	2722	90874135	642.14	33391	
051	Livingston	10	Public Administration	2000	2868	93833935	629.20	32719	
053	Madison	00	All Industries	1975	8852	72331228	157.13	8171	
053	Madison	00	All Industries	1976	9136	78671464	165.60	8611	
053	Madison	00	All Industries	1977	9336	85786248	176.71	9189	
053	Madison	00	All Industries	1978	13082	119237395	175.29	9115	
053	Madison	00	All Industries	1979	13679	136185604	191.45	9956	
053	Madison	00	All Industries	1980	13518	146347016	208.20	10826	
053	Madison	00	All Industries	1981	13579	160799735	227.73	11842	
053	Madison	00	All Industries	1982	13588	169722273	240.20	12490	
053	Madison	00	All Industries	1983	13810	180498290	251.35	13070	
053	Madison	00	All Industries	1984	14463	197684689	262.85	13668	
053	Madison	00	All Industries	1985	15327	223855810	280.87	14605	
053	Madison	00	All Industries	1986	16167	242853271	288.87	15021	
053	Madison	00	All Industries	1987	16649	262215395	302.88	15750	
053	Madison	00	All Industries	1988	17222	289547456	323.31	16812	
053	Madison	00	All Industries	1989	17924	311915671	334.65	17402	
053	Madison	00	All Industries	1990	18204	340572653	359.79	18709	
053	Madison	00	All Industries	1991	18069	356125953	379.02	19709	
053	Madison	00	All Industries	1992	18054	372969608	397.29	20659	
053	Madison	00	All Industries	1993	18585	395016256	408.73	21254	
053	Madison	00	All Industries	1994	19003	418612757	423.64	22029	
053	Madison	00	All Industries	1995	19920	449645673	434.09	22573	
053	Madison	00	All Industries	1996	20057	459910953	440.97	22930	
053	Madison	00	All Industries	1997	20341	476578857	450.57	23430	
053	Madison	00	All Industries	1998	20361	491361053	464.09	24133	
053	Madison	00	All Industries	1999	21089	529982423	483.28	25131	
053	Madison	00	All Industries	2000	21737	549354423	486.01	25272	
053	Madison	01	Agriculture, Mining & Unclassified	1975	252	2638958	201.19	10462	
053	Madison	01	Agriculture, Mining & Unclassified	1976	208	2092694	193.25	10049	
053	Madison	01	Agriculture, Mining & Unclassified	1977	105	853543	156.33	8129	
053	Madison	01	Agriculture, Mining & Unclassified	1978	175	1423767	156.09	8116	
053	Madison	01	Agriculture, Mining & Unclassified	1979	192	1563792	156.97	8162	
053	Madison	01	Agriculture, Mining & Unclassified	1980	181	1780459	189.43	9850	
053	Madison	01	Agriculture, Mining & Unclassified	1981	194	2016635	200.33	10417	
053	Madison	01	Agriculture, Mining & Unclassified	1982	206	2111059	197.39	10264	
053	Madison	01	Agriculture, Mining & Unclassified	1983	210	2219374	203.16	10564	
053	Madison	01	Agriculture, Mining & Unclassified	1984	267	2773881	199.98	10399	
053	Madison	01	Agriculture, Mining & Unclassified	1985	258	3032926	225.70	11737	
053	Madison	01	Agriculture, Mining & Unclassified	1986	259	3052937	226.46	11776	
053	Madison	01	Agriculture, Mining & Unclassified	1987	248	3131131	242.55	12613	
053	Madison	01	Agriculture, Mining & Unclassified	1988	262	3364179	247.40	12865	
053	Madison	01	Agriculture, Mining & Unclassified	1989	295	4316228	280.97	14611	
053	Madison	01	Agriculture, Mining & Unclassified	1990	296	4593127	298.41	15517	
053	Madison	01	Agriculture, Mining & Unclassified	1991	308	4902015	306.24	15924	
053	Madison	01	Agriculture, Mining & Unclassified	1992	386	6710740	333.97	17367	
053	Madison	01	Agriculture, Mining & Unclassified	1993	359	6261829	335.74	17459	
053	Madison	01	Agriculture, Mining & Unclassified	1994	372	6667326	344.98	17939	
053	Madison	01	Agriculture, Mining & Unclassified	1995	351	6477529	354.47	18433	
053	Madison	01	Agriculture, Mining & Unclassified	1996	350	7027563	385.95	20069	
053	Madison	01	Agriculture, Mining & Unclassified	1997	328	7105751	417.14	21691	
053	Madison	01	Agriculture, Mining & Unclassified	1998	358	7836760	420.48	21865	
053	Madison	01	Agriculture, Mining & Unclassified	1999	400	8713655	419.10	21793	
053	Madison	01	Agriculture, Mining & Unclassified	2000	404	8550726	406.85	21156	
053	Madison	03	Construction	1975	443	4497895	195.18	10149	
053	Madison	03	Construction	1976	399	4018042	193.66	10070	
053	Madison	03	Construction	1977	494	5487705	213.49	11101	
053	Madison	03	Construction	1978	539	6773050	241.65	12566	
053	Madison	03	Construction	1979	494	6685797	260.53	13548	
053	Madison	03	Construction	1980	417	5620619	259.31	13484	
053	Madison	03	Construction	1981	439	6171220	270.23	14052	
053	Madison	03	Construction	1982	395	5446358	265.21	13791	
053	Madison	03	Construction	1983	388	5637749	279.61	14540	
053	Madison	03	Construction	1984	447	6310586	271.70	14128	
053	Madison	03	Construction	1985	534	7811109	281.56	14641	
053	Madison	03	Construction	1986	603	8932593	284.99	14820	
053	Madison	03	Construction	1987	639	10446211	314.54	16356	
053	Madison	03	Construction	1988	676	12202527	347.14	18051	
053	Madison	03	Construction	1989	714	14529130	391.33	20349	
053	Madison	03	Construction	1990	743	15662495	405.39	21080	
053	Madison	03	Construction	1991	694	15312428	424.31	22064	
053	Madison	03	Construction	1992	614	15457490	483.94	25165	
053	Madison	03	Construction	1993	678	17838066	506.33	26329	
053	Madison	03	Construction	1994	680	18475313	522.68	27180	
053	Madison	03	Construction	1995	637	17228416	520.12	27046	
053	Madison	03	Construction	1996	609	17637060	556.56	28941	
053	Madison	03	Construction	1997	585	15789399	519.27	27002	
053	Madison	03	Construction	1998	639	18812332	565.86	29425	
053	Madison	03	Construction	1999	798	23281479	561.11	29178	
053	Madison	03	Construction	2000	808	25247948	601.10	31257	
053	Madison	04	Manufacturing	1975	1348	11301275	161.18	8381	
053	Madison	04	Manufacturing	1976	1580	14541025	177.03	9206	
053	Madison	04	Manufacturing	1977	1785	17563832	189.28	9842	
053	Madison	04	Manufacturing	1978	1904	19762153	199.59	10379	
053	Madison	04	Manufacturing	1979	2022	22998276	218.78	11376	
053	Madison	04	Manufacturing	1980	1910	22504544	226.55	11780	
053	Madison	04	Manufacturing	1981	1933	25756195	256.29	13327	
053	Madison	04	Manufacturing	1982	1979	26911074	261.50	13598	
053	Madison	04	Manufacturing	1983	2121	30388158	275.47	14324	
053	Madison	04	Manufacturing	1984	2103	33216982	303.69	15792	
053	Madison	04	Manufacturing	1985	2308	39796093	331.61	17244	
053	Madison	04	Manufacturing	1986	2545	44080445	333.06	17319	
053	Madison	04	Manufacturing	1987	2427	44422315	351.93	18300	
053	Madison	04	Manufacturing	1988	2560	49182384	369.48	19213	
053	Madison	04	Manufacturing	1989	2509	48856546	374.45	19471	
053	Madison	04	Manufacturing	1990	2495	50585381	389.98	20279	
053	Madison	04	Manufacturing	1991	2390	50406769	405.52	21087	
053	Madison	04	Manufacturing	1992	2257	51664242	440.24	22892	
053	Madison	04	Manufacturing	1993	2379	57573731	465.34	24197	
053	Madison	04	Manufacturing	1994	2495	61388931	473.11	24601	
053	Madison	04	Manufacturing	1995	2868	73458011	492.57	25614	
053	Madison	04	Manufacturing	1996	2868	75109663	503.71	26193	
053	Madison	04	Manufacturing	1997	2973	82233700	531.85	27656	
053	Madison	04	Manufacturing	1998	2920	84208442	554.54	28836	
053	Madison	04	Manufacturing	1999	2984	90484395	583.19	30326	
053	Madison	04	Manufacturing	2000	3099	98151953	609.03	31670	
053	Madison	05	Transportation & Public Utilities	1975	400	4681198	225.25	11713	
053	Madison	05	Transportation & Public Utilities	1976	421	5126452	234.40	12189	
053	Madison	05	Transportation & Public Utilities	1977	413	5641277	262.73	13662	
053	Madison	05	Transportation & Public Utilities	1978	390	6103723	301.17	15661	
053	Madison	05	Transportation & Public Utilities	1979	369	5095094	265.78	13820	
053	Madison	05	Transportation & Public Utilities	1980	339	5076301	288.39	14996	
053	Madison	05	Transportation & Public Utilities	1981	327	5625481	330.83	17203	
053	Madison	05	Transportation & Public Utilities	1982	310	5684089	352.80	18346	
053	Madison	05	Transportation & Public Utilities	1983	313	5929849	363.94	18925	
053	Madison	05	Transportation & Public Utilities	1984	337	6378634	364.08	18932	
053	Madison	05	Transportation & Public Utilities	1985	351	6950789	380.91	19808	
053	Madison	05	Transportation & Public Utilities	1986	392	7681576	377.32	19621	
053	Madison	05	Transportation & Public Utilities	1987	432	8457980	376.22	19564	
053	Madison	05	Transportation & Public Utilities	1988	446	9065730	390.61	20312	
053	Madison	05	Transportation & Public Utilities	1989	492	10652926	416.74	21671	
053	Madison	05	Transportation & Public Utilities	1990	524	11448086	419.94	21837	
053	Madison	05	Transportation & Public Utilities	1991	519	11921641	441.95	22981	
053	Madison	05	Transportation & Public Utilities	1992	514	12489439	466.90	24279	
053	Madison	05	Transportation & Public Utilities	1993	549	13226700	463.10	24081	
053	Madison	05	Transportation & Public Utilities	1994	597	14369155	462.93	24072	
053	Madison	05	Transportation & Public Utilities	1995	609	15040819	474.89	24694	
053	Madison	05	Transportation & Public Utilities	1996	586	15045616	493.54	25664	
053	Madison	05	Transportation & Public Utilities	1997	556	14264263	493.52	25663	
053	Madison	05	Transportation & Public Utilities	1998	553	16090845	559.56	29097	
053	Madison	05	Transportation & Public Utilities	1999	542	17024248	604.04	31410	
053	Madison	05	Transportation & Public Utilities	2000	506	16641724	632.48	32889	
053	Madison	06	Wholesale Trade	1975	730	8308171	218.79	11377	
053	Madison	06	Wholesale Trade	1976	728	8604498	227.43	11826	
053	Madison	06	Wholesale Trade	1977	706	9032063	246.14	12799	
053	Madison	06	Wholesale Trade	1978	750	10614761	272.26	14158	
053	Madison	06	Wholesale Trade	1979	832	11820414	273.33	14213	
053	Madison	06	Wholesale Trade	1980	855	14115072	317.42	16506	
053	Madison	06	Wholesale Trade	1981	834	16878189	388.99	20228	
053	Madison	06	Wholesale Trade	1982	849	18242675	413.30	21491	
053	Madison	06	Wholesale Trade	1983	821	16977727	397.84	20688	
053	Madison	06	Wholesale Trade	1984	801	18951340	454.80	23650	
053	Madison	06	Wholesale Trade	1985	843	20195617	460.94	23969	
053	Madison	06	Wholesale Trade	1986	887	20170657	437.19	22734	
053	Madison	06	Wholesale Trade	1987	909	20349209	430.43	22382	
053	Madison	06	Wholesale Trade	1988	847	22651853	514.20	26738	
053	Madison	06	Wholesale Trade	1989	911	23488448	495.69	25776	
053	Madison	06	Wholesale Trade	1990	963	29810203	595.56	30969	
053	Madison	06	Wholesale Trade	1991	882	30871767	672.86	34989	
053	Madison	06	Wholesale Trade	1992	796	29884570	722.44	37567	
053	Madison	06	Wholesale Trade	1993	818	31684720	745.04	38742	
053	Madison	06	Wholesale Trade	1994	885	37671396	818.28	42551	
053	Madison	06	Wholesale Trade	1995	878	38598681	845.02	43941	
053	Madison	06	Wholesale Trade	1996	871	38859810	858.23	44628	
053	Madison	06	Wholesale Trade	1997	880	41242455	901.45	46875	
053	Madison	06	Wholesale Trade	1998	816	40125508	946.03	49194	
053	Madison	06	Wholesale Trade	1999	808	40051770	953.74	49595	
053	Madison	06	Wholesale Trade	2000	842	42080010	961.37	49991	
053	Madison	07	Retail Trade	1975	2306	11805831	98.47	5120	
053	Madison	07	Retail Trade	1976	2361	12966245	105.63	5493	
053	Madison	07	Retail Trade	1977	2274	13885971	117.45	6108	
053	Madison	07	Retail Trade	1978	2269	14808587	125.50	6526	
053	Madison	07	Retail Trade	1979	2390	16840409	135.52	7047	
053	Madison	07	Retail Trade	1980	2419	17683780	140.56	7309	
053	Madison	07	Retail Trade	1981	2599	19399140	143.53	7464	
053	Madison	07	Retail Trade	1982	2712	21004019	148.92	7744	
053	Madison	07	Retail Trade	1983	2721	22176566	156.75	8151	
053	Madison	07	Retail Trade	1984	2896	24792076	164.65	8562	
053	Madison	07	Retail Trade	1985	3146	27530896	168.29	8751	
053	Madison	07	Retail Trade	1986	3538	30791108	167.36	8703	
053	Madison	07	Retail Trade	1987	3772	33830932	172.49	8970	
053	Madison	07	Retail Trade	1988	4026	37948543	181.27	9426	
053	Madison	07	Retail Trade	1989	4326	41315302	183.66	9550	
053	Madison	07	Retail Trade	1990	4188	42590872	195.60	10171	
053	Madison	07	Retail Trade	1991	4082	45653540	215.10	11185	
053	Madison	07	Retail Trade	1992	4157	48184473	222.92	11592	
053	Madison	07	Retail Trade	1993	4055	47404332	224.84	11692	
053	Madison	07	Retail Trade	1994	4087	49533753	233.08	12120	
053	Madison	07	Retail Trade	1995	4234	51912470	235.79	12261	
053	Madison	07	Retail Trade	1996	4359	54236361	239.25	12441	
053	Madison	07	Retail Trade	1997	4342	56138841	248.66	12930	
053	Madison	07	Retail Trade	1998	4482	59658640	255.95	13309	
053	Madison	07	Retail Trade	1999	4626	62264429	258.82	13458	
053	Madison	07	Retail Trade	2000	4971	67155958	259.78	13508	
053	Madison	08	Finance,  Insurance & Real Estate	1975	345	2698221	150.22	7811	
053	Madison	08	Finance,  Insurance & Real Estate	1976	318	2706931	163.49	8501	
053	Madison	08	Finance,  Insurance & Real Estate	1977	355	2946482	159.46	8292	
053	Madison	08	Finance,  Insurance & Real Estate	1978	388	3457784	171.27	8906	
053	Madison	08	Finance,  Insurance & Real Estate	1979	388	3874390	192.07	9988	
053	Madison	08	Finance,  Insurance & Real Estate	1980	397	4267071	206.65	10746	
053	Madison	08	Finance,  Insurance & Real Estate	1981	416	4892276	226.25	11765	
053	Madison	08	Finance,  Insurance & Real Estate	1982	412	5129758	239.73	12466	
053	Madison	08	Finance,  Insurance & Real Estate	1983	372	5129848	265.55	13808	
053	Madison	08	Finance,  Insurance & Real Estate	1984	409	6102477	286.76	14911	
053	Madison	08	Finance,  Insurance & Real Estate	1985	441	6832412	297.89	15490	
053	Madison	08	Finance,  Insurance & Real Estate	1986	480	8169326	327.52	17031	
053	Madison	08	Finance,  Insurance & Real Estate	1987	513	9595443	359.41	18689	
053	Madison	08	Finance,  Insurance & Real Estate	1988	534	10267352	369.87	19233	
053	Madison	08	Finance,  Insurance & Real Estate	1989	545	10988464	387.50	20150	
053	Madison	08	Finance,  Insurance & Real Estate	1990	566	10862459	369.12	19194	
053	Madison	08	Finance,  Insurance & Real Estate	1991	560	10900861	374.29	19463	
053	Madison	08	Finance,  Insurance & Real Estate	1992	538	11334888	405.23	21072	
053	Madison	08	Finance,  Insurance & Real Estate	1993	551	11676076	407.33	21181	
053	Madison	08	Finance,  Insurance & Real Estate	1994	539	12164289	434.27	22582	
053	Madison	08	Finance,  Insurance & Real Estate	1995	546	12484761	440.13	22887	
053	Madison	08	Finance,  Insurance & Real Estate	1996	548	12942536	454.05	23611	
053	Madison	08	Finance,  Insurance & Real Estate	1997	566	14436214	490.64	25513	
053	Madison	08	Finance,  Insurance & Real Estate	1998	588	16272651	532.13	27671	
053	Madison	08	Finance,  Insurance & Real Estate	1999	598	17309500	556.26	28925	
053	Madison	08	Finance,  Insurance & Real Estate	2000	617	18406329	573.85	29840	
053	Madison	09	Services	1975	2749	22622381	158.25	8229	
053	Madison	09	Services	1976	2849	24818506	167.51	8710	
053	Madison	09	Services	1977	2929	26389198	173.24	9008	
053	Madison	09	Services	1978	4739	42677723	173.19	9006	
053	Madison	09	Services	1979	5465	55753959	196.18	10201	
053	Madison	09	Services	1980	5569	60609146	209.30	10884	
053	Madison	09	Services	1981	5550	65036374	225.34	11718	
053	Madison	09	Services	1982	5509	69315535	241.95	12581	
053	Madison	09	Services	1983	5694	75108022	253.68	13191	
053	Madison	09	Services	1984	6013	81398010	260.32	13536	
053	Madison	09	Services	1985	6251	92093114	283.33	14733	
053	Madison	09	Services	1986	6217	98569316	304.89	15854	
053	Madison	09	Services	1987	6440	108144852	322.92	16792	
053	Madison	09	Services	1988	6556	119256871	349.81	18190	
053	Madison	09	Services	1989	6781	129815231	368.18	19145	
053	Madison	09	Services	1990	7051	145096413	395.72	20577	
053	Madison	09	Services	1991	7298	157241258	414.33	21545	
053	Madison	09	Services	1992	7438	166904592	431.55	22441	
053	Madison	09	Services	1993	7808	176643744	435.08	22624	
053	Madison	09	Services	1994	7934	183840401	445.63	23173	
053	Madison	09	Services	1995	8372	198274901	455.44	23683	
053	Madison	09	Services	1996	8442	202684194	461.70	24008	
053	Madison	09	Services	1997	8663	207692793	461.03	23974	
053	Madison	09	Services	1998	8547	208944642	470.12	24446	
053	Madison	09	Services	1999	8864	228789032	496.38	25812	
053	Madison	09	Services	2000	8964	229517145	492.41	25605	
053	Madison	10	Public Administration	1975	278	3777298	261.14	13579	
053	Madison	10	Public Administration	1976	273	3797071	267.88	13930	
053	Madison	10	Public Administration	1977	275	3986177	278.58	14486	
053	Madison	10	Public Administration	1978	1928	13615847	135.85	7064	
053	Madison	10	Public Administration	1979	1529	11553473	145.30	7555	
053	Madison	10	Public Administration	1980	1431	14690024	197.46	10268	
053	Madison	10	Public Administration	1981	1287	15024225	224.54	11676	
053	Madison	10	Public Administration	1982	1217	15877706	251.00	13052	
053	Madison	10	Public Administration	1983	1170	16930997	278.21	14467	
053	Madison	10	Public Administration	1984	1190	17760703	287.08	14928	
053	Madison	10	Public Administration	1985	1196	19612854	315.34	16398	
053	Madison	10	Public Administration	1986	1247	21405313	330.24	17172	
053	Madison	10	Public Administration	1987	1268	23837322	361.59	18803	
053	Madison	10	Public Administration	1988	1316	25608017	374.33	19465	
053	Madison	10	Public Administration	1989	1351	27953396	397.98	20695	
053	Madison	10	Public Administration	1990	1379	29923617	417.45	21707	
053	Madison	10	Public Administration	1991	1336	28915674	416.19	21642	
053	Madison	10	Public Administration	1992	1354	30339174	430.98	22411	
053	Madison	10	Public Administration	1993	1389	32707058	452.75	23543	
053	Madison	10	Public Administration	1994	1415	34502193	468.99	24387	
053	Madison	10	Public Administration	1995	1424	36170085	488.33	25393	
053	Madison	10	Public Administration	1996	1423	36368150	491.49	25557	
053	Madison	10	Public Administration	1997	1449	37675441	500.16	26008	
053	Madison	10	Public Administration	1998	1457	39411233	520.33	27057	
053	Madison	10	Public Administration	1999	1469	42063915	550.51	28626	
053	Madison	10	Public Administration	2000	1527	43602630	549.30	28564	
055	Monroe	00	All Industries	1975	277008	3307535252	229.62	11940	
055	Monroe	00	All Industries	1976	279622	3541353665	243.55	12665	
055	Monroe	00	All Industries	1977	285288	3838132065	258.72	13454	
055	Monroe	00	All Industries	1978	321320	4502904275	269.50	14014	
055	Monroe	00	All Industries	1979	331098	5027074178	291.98	15183	
055	Monroe	00	All Industries	1980	332232	5606884971	324.55	16876	
055	Monroe	00	All Industries	1981	337782	6237593309	355.12	18466	
055	Monroe	00	All Industries	1982	339869	6701253339	379.18	19717	
055	Monroe	00	All Industries	1983	334611	6789898870	390.23	20292	
055	Monroe	00	All Industries	1984	347037	7245574102	401.51	20878	
055	Monroe	00	All Industries	1985	359511	7918590567	423.58	22026	
055	Monroe	00	All Industries	1986	360781	8334264122	444.24	23101	
055	Monroe	00	All Industries	1987	365371	8588524166	452.04	23506	
055	Monroe	00	All Industries	1988	379061	9372244598	475.48	24725	
055	Monroe	00	All Industries	1989	384882	9964549124	497.88	25890	
055	Monroe	00	All Industries	1990	384578	10302015992	515.15	26788	
055	Monroe	00	All Industries	1991	381503	10664702182	537.59	27954	
055	Monroe	00	All Industries	1992	380102	11025854832	557.84	29008	
055	Monroe	00	All Industries	1993	385278	11307022145	564.38	29348	
055	Monroe	00	All Industries	1994	384635	11551798402	577.56	30033	
055	Monroe	00	All Industries	1995	387493	12082733742	599.65	31182	
055	Monroe	00	All Industries	1996	389159	12589795374	622.14	32351	
055	Monroe	00	All Industries	1997	390871	13117114284	645.36	33559	
055	Monroe	00	All Industries	1998	394299	13550833826	660.90	34367	
055	Monroe	00	All Industries	1999	396816	13813511124	669.44	34811	
055	Monroe	00	All Industries	2000	399603	14155323879	681.22	35423	
055	Monroe	01	Agriculture, Mining & Unclassified	1975	1207	11255702	179.35	9326	
055	Monroe	01	Agriculture, Mining & Unclassified	1976	1218	12012528	189.73	9866	
055	Monroe	01	Agriculture, Mining & Unclassified	1977	1176	12134345	198.49	10321	
055	Monroe	01	Agriculture, Mining & Unclassified	1978	1333	13876436	200.27	10414	
055	Monroe	01	Agriculture, Mining & Unclassified	1979	1529	15773908	198.36	10315	
055	Monroe	01	Agriculture, Mining & Unclassified	1980	1599	17473203	210.13	10927	
055	Monroe	01	Agriculture, Mining & Unclassified	1981	1645	20020153	233.99	12167	
055	Monroe	01	Agriculture, Mining & Unclassified	1982	1592	20716688	250.22	13012	
055	Monroe	01	Agriculture, Mining & Unclassified	1983	1674	22794906	261.80	13614	
055	Monroe	01	Agriculture, Mining & Unclassified	1984	1753	24559865	269.47	14012	
055	Monroe	01	Agriculture, Mining & Unclassified	1985	2102	31342710	286.73	14910	
055	Monroe	01	Agriculture, Mining & Unclassified	1986	2219	34573914	299.60	15579	
055	Monroe	01	Agriculture, Mining & Unclassified	1987	2479	40132152	311.36	16190	
055	Monroe	01	Agriculture, Mining & Unclassified	1988	2447	38230248	300.40	15621	
055	Monroe	01	Agriculture, Mining & Unclassified	1989	2490	39983283	308.77	16056	
055	Monroe	01	Agriculture, Mining & Unclassified	1990	2550	42454069	320.16	16648	
055	Monroe	01	Agriculture, Mining & Unclassified	1991	2609	46084757	339.74	17667	
055	Monroe	01	Agriculture, Mining & Unclassified	1992	2423	44134095	350.31	18216	
055	Monroe	01	Agriculture, Mining & Unclassified	1993	2573	47169230	352.60	18335	
055	Monroe	01	Agriculture, Mining & Unclassified	1994	2449	46639474	366.22	19044	
055	Monroe	01	Agriculture, Mining & Unclassified	1995	2341	44541941	365.90	19027	
055	Monroe	01	Agriculture, Mining & Unclassified	1996	2430	46468838	367.77	19124	
055	Monroe	01	Agriculture, Mining & Unclassified	1997	2536	49849088	378.07	19660	
055	Monroe	01	Agriculture, Mining & Unclassified	1998	2621	58592224	429.90	22355	
055	Monroe	01	Agriculture, Mining & Unclassified	1999	2682	59589059	427.34	22222	
055	Monroe	01	Agriculture, Mining & Unclassified	2000	2853	64523602	434.91	22615	
055	Monroe	03	Construction	1975	9918	140089846	271.64	14125	
055	Monroe	03	Construction	1976	8610	124268225	277.57	14433	
055	Monroe	03	Construction	1977	8942	137342314	295.36	15359	
055	Monroe	03	Construction	1978	9888	161428521	313.97	16326	
055	Monroe	03	Construction	1979	9709	166277230	329.36	17127	
055	Monroe	03	Construction	1980	9133	171658998	361.45	18795	
055	Monroe	03	Construction	1981	9561	195687950	393.60	20467	
055	Monroe	03	Construction	1982	9242	205229104	427.05	22207	
055	Monroe	03	Construction	1983	9167	206173023	432.54	22492	
055	Monroe	03	Construction	1984	10375	239994957	444.85	23132	
055	Monroe	03	Construction	1985	11892	280264507	453.20	23567	
055	Monroe	03	Construction	1986	12756	308541652	465.14	24187	
055	Monroe	03	Construction	1987	13920	345642570	477.52	24831	
055	Monroe	03	Construction	1988	14238	396409997	535.41	27842	
055	Monroe	03	Construction	1989	14408	398096916	531.35	27630	
055	Monroe	03	Construction	1990	14413	426219630	568.71	29573	
055	Monroe	03	Construction	1991	13665	408615618	575.03	29902	
055	Monroe	03	Construction	1992	12211	373956038	588.94	30625	
055	Monroe	03	Construction	1993	11924	365793063	589.92	30676	
055	Monroe	03	Construction	1994	11703	367074786	603.18	31365	
055	Monroe	03	Construction	1995	11737	381006713	624.26	32461	
